blastdbSeqID_replaced	blastdbSeqID_original	blastdbSeqLen	genename
CARD_164	gb|DQ267940.1|+|53-512|ARO:3003020|dfrA25_[Salmonella_enterica_subsp._enterica_serovar_Agona]	459	dfrA25
CARD_165	gb|D78168.1|+|1591-3130|ARO:3000254|emrY_[Escherichia_coli]	1539	emrY
CARD_166	gb|AF148067.1|+|213-1158|ARO:3003202|TLA-1_[Escherichia_coli]	945	TLA-1
CARD_167	gb|EF660563.1|+|392-845|ARO:3002850|arr-5_[Klebsiella_pneumoniae]	453	arr-5
CARD_168	gb|CP006845.1|+|539695-540745|ARO:3002814|clbA_[Bacillus_amyloliquefaciens_CC178]	1050	clbA
CARD_169	gb|EU086834.1|+|88-898|ARO:3001767|OXA-137_[Brachyspira_pilosicoli]	810	OXA-137
CARD_170	gb|M18967.1|+|756-1314|ARO:3002545|AAC(6')-Ia_[Plasmid_R]	558	AAC(6')-Ia
CARD_171	gb|AM941846.1|+|0-900|ARO:3001338|SHV-100_[Klebsiella_pneumoniae]	900	SHV-100
CARD_172	gb|AM087455.2|+|291-1011|ARO:3002262|IND-6_[Chryseobacterium_indologenes]	720	IND-6
CARD_173	gb|JYFL01000006.1|-|112069-113503|ARO:3002813|lmrB_[Bacillus_subtilis]	1434	lmrB
CARD_174	gb|CP001172.1|-|1249018-1249348|ARO:3000768|abeS_[Acinetobacter_baumannii_AB307-0294]	330	abeS
CARD_175	gb|AF174129.3|+|1351-1825|ARO:3003014|dfrA16_[Escherichia_coli]	474	dfrA16
CARD_176	gb|AJ605332.1|+|1303-1813|ARO:3003016|dfrA20_[Pasteurella_multocida]	510	dfrA20
CARD_177	gb|CP000800.1|-|1191727-1192954|ARO:3001329|mdtG_[Escherichia_coli_O139:H28_str._E24377A]	1227	mdtG
CARD_178	gb|DQ173429.1|+|0-879|ARO:3001859|IMI-2_[Enterobacter_asburiae]	879	IMI-2
CARD_179	gb|D78168.1|+|536-1592|ARO:3000206|emrK_[Escherichia_coli]	1056	emrK
CARD_180	gb|AY590119.1|+|0-735|ARO:3003557|SFB-1_[Shewanella_frigidimarina]	735	SFB-1
CARD_181	gb|AB091338.1|+|173-1355|ARO:3003551|emeA_[Enterococcus_faecalis_ATCC_29212]	1182	emeA
CARD_182	gb|M17124.1|+|1181-1982|ARO:3000498|ErmF_[Bacteroides_fragilis]	801	ErmF
CARD_183	gb|FJ495083.1|+|732-1365|ARO:3003110|catB10_[Pseudomonas_aeruginosa]	633	catB10
CARD_184	gb|AY769962.1|+|2434-5611|ARO:3000781|adeJ_[Acinetobacter_baumannii]	3177	adeJ
CARD_185	gb|AJ252200.1|+|4493-5894|ARO:3003057|smeF_[Stenotrophomonas_maltophilia]	1401	smeF
CARD_186	gb|CP000703.1|+|40848-42606|ARO:3000215|mecR1_[Staphylococcus_aureus_subsp._aureus_JH9]	1758	mecR1
CARD_187	gb|D38215.1|+|0-1539|ARO:3002893|tcr3_[Kitasatospora_aureofaciens]	1539	tcr3
CARD_188	gb|Z48231.1|+|220-763|ARO:3002898|SAT-3_[Escherichia_coli]	543	SAT-3
CARD_189	gb|AJ250203.1|+|1650-2883|ARO:3000476|tet(31)_[Aeromonas_salmonicida_subsp._salmonicida]	1233	tet(31)
CARD_190	gb|AP009048.1|-|4338624-4340268|ARO:3003576|eptA_[Escherichia_coli_str._K-12_substr._W3110]	1644	eptA
CARD_191	gb|M93113.1|+|0-660|ARO:3002674|Cbut_catB_[Clostridium_butyricum]	660	Cbut
CARD_192	gb|M22999.1|+|492-1359|ARO:3002541|AAC(3)-VIIa_[Streptomyces_rimosus]	867	AAC(3)-VIIa
CARD_193	gb|AM403715.1|+|302-854|ARO:3002857|dfrA26_[Escherichia_coli]	552	dfrA26
CARD_194	gb|JX206446.1|+|0-828|ARO:3001610|OXA-243_[Achromobacter_xylosoxidans]	828	OXA-243
CARD_195	gb|U00096.1|-|3412802-3413465|ARO:3000656|AcrS_[Escherichia_coli_str._K-12_substr._MG1655]	663	AcrS
CARD_196	gb|U35369.1|+|2358-3165|ARO:3002956|vanY_in_vanB_cl_[Enterococcus_faecalis]	807	vanY
CARD_197	gb|FJ872411.1|+|40765-41347|ARO:3002967|vanXY_in_vanE_[Enterococcus_faecalis]	582	vanXY
CARD_198	gb|AE016830.1|-|2211932-2212277|ARO:3004254|vanV_in_vanB_cl_[Enterococcus_faecalis_V583]	345	vanV
CARD_199	gb|U58495.2|+|27-1173|ARO:3001821|ACT-1_[Klebsiella_pneumoniae]	1146	ACT-1
CARD_200	gb|AF219131.2|+|0-720|ARO:3002259|IND-3_[Chryseobacterium_indologenes]	720	IND-3
CARD_201	gb|KM087857.1|+|0-741|ARO:3002239|IMP-48_[Pseudomonas_aeruginosa]	741	IMP-48
CARD_202	gb|L29044.1|+|351-792|ARO:3002555|AAC(6')-Ih_[Acinetobacter_baumannii]	441	AAC(6')-Ih
CARD_203	gb|S81599.1|+|281-1076|ARO:3002651|APH(3')-Vc_[Micromonospora_chalcea]	795	APH(3')-Vc
CARD_204	gb|JN086160.1|-|1582-2407|ARO:3001777|OXA-347_[uncultured_bacterium]	825	OXA-347
CARD_205	gb|AM408573.1|-|10027-11077|ARO:3003441|cfrA_[Staphylococcus_warneri]	1050	cfrA
CARD_206	gb|FR734406.1|+|0-906|ARO:3003106|Erm(42)_[Pasteurella_multocida]	906	Erm(42)
CARD_207	gb|U09991.1|+|27-1338|ARO:3002700|cmlv_[Streptomyces_venezuelae_ATCC_10712]	1311	cmlv
CARD_208	gb|X03615.1|+|231-1230|ARO:3002661|APH(7'')-Ia_[Streptomyces_hygroscopicus]	999	APH(7'')-Ia
CARD_209	gb|AM998375.1|+|1172-2084|ARO:3000853|AIM-1_[Pseudomonas_aeruginosa]	912	AIM-1
CARD_210	gb|AY232670.1|-|3524-4157|ARO:3002675|catB2_[Pasteurella_multocida]	633	catB2
CARD_211	gb|EU408349.1|+|107-1025|ARO:3002487|LRA-8_[uncultured_bacterium_BLR8]	918	LRA-8
CARD_212	gb|L29045.1|+|259-700|ARO:3002557|AAC(6')-Ij_[Acinetobacter_genomosp._13]	441	AAC(6')-Ij
CARD_213	gb|CP000732.1|-|9682-10528|ARO:3000621|PC1_blaZ_[Staphylococcus_aureus_subsp._aureus_USA300_TCH959]	846	PC1
CARD_214	gb|M19269.1|+|459-1419|ARO:3001304|ErmS_[Streptomyces_fradiae]	960	ErmS
CARD_215	gb|AF162771.1|+|61-643|ARO:3002596|AAC(6')-IIc_[Pseudomonas_aeruginosa]	582	AAC(6')-IIc
CARD_216	gb|AB104852.1|+|1934-2486|ARO:3002573|AAC(6')-Iae_[Pseudomonas_aeruginosa]	552	AAC(6')-Iae
CARD_217	gb|EU408355.1|+|24321-25482|ARO:3002492|LRA-18_[uncultured_bacterium_BLR18]	1161	LRA-18
CARD_218	gb|AY458224.1|+|706-1183|ARO:3002529|AAC(3)-Id_[Salmonella_enterica_subsp._enterica_serovar_Newport]	477	AAC(3)-Id
CARD_219	gb|EU675686.1|+|1956-2409|ARO:3002848|arr-3_[Escherichia_coli]	453	arr-3
CARD_220	gb|U41471.1|+|264-852|ARO:3002524|AAC(2')-Ib_[Mycolicibacterium_fortuitum]	588	AAC(2')-Ib
CARD_221	gb|CP000768.1|+|1406494-1409617|ARO:3000784|cmeB_[Campylobacter_jejuni_subsp._doylei_269.97]	3123	cmeB
CARD_222	gb|HQ634775.2|+|3012-3801|ARO:3001805|OXA-198_[Pseudomonas_aeruginosa]	789	OXA-198
CARD_223	gb|AY248038.1|+|2072-2939|ARO:3002248|CARB-9_[Vibrio_cholerae_non-O1/non-O139]	867	CARB-9
CARD_224	gb|AJ746361.2|-|6742-7303|ARO:3003019|dfrA23_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium]	561	dfrA23
CARD_225	gb|U56415.1|+|279-1719|ARO:3002884|iri_[Rhodococcus_hoagii]	1440	iri
CARD_226	gb|AB894099.1|+|4218-5697|ARO:3000785|cmeC_[Campylobacter_jejuni_subsp._jejuni]	1479	cmeC
CARD_227	gb|AL123456.1|-|3773015-3773567|ARO:3003035|mfpA_[Mycobacterium_tuberculosis_H37Rv]	552	mfpA
CARD_228	gb|L20800.1|+|2308-4267|ARO:3000195|tetB(P)_[Clostridium_perfringens]	1959	tetB(P)
CARD_229	gb|AJ238249.1|+|126-930|ARO:3002836|lnuB_[Enterococcus_faecium]	804	lnuB
CARD_230	gb|FR821779.1|-|35680-37678|ARO:3001209|mecC_[Staphylococcus_aureus_subsp._aureus_LGA251]	1998	mecC
CARD_231	gb|U57969.1|+|294-1458|ARO:3000800|MexC_[Pseudomonas_aeruginosa]	1164	MexC
CARD_232	gb|U57969.1|+|4622-6062|ARO:3000802|OprJ_[Pseudomonas_aeruginosa]	1440	OprJ
CARD_233	gb|M97297.1|+|3975-4671|ARO:3002919|vanR_in_vanA_cl_[Enterococcus_faecium]	696	vanR
CARD_234	gb|AB636283.1|+|0-843|ARO:3000854|SMB-1_[Serratia_marcescens]	843	SMB-1
CARD_235	gb|U00096.1|+|2155262-2158385|ARO:3000793|mdtB_[Escherichia_coli_str._K-12_substr._MG1655]	3123	mdtB
CARD_236	gb|AY082011.1|+|5900-6932|ARO:3000005|vanD_[Enterococcus_faecium]	1032	vanD
CARD_237	gb|KF478993.1|+|490-1543|ARO:3002948|vanH_in_vanO_cl_[Rhodococcus_hoagii]	1053	vanH
CARD_238	gb|AF540889.1|+|0-327|ARO:3002871|tet(37)_[uncultured_bacterium]	327	tet(37)
CARD_239	gb|M37699.1|+|585-1752|ARO:3000205|tet(X)_[Bacteroides_fragilis]	1167	tet(X)
CARD_240	gb|JF411006.1|+|951-1368|ARO:3002872|FosA3_[Escherichia_coli]	417	FosA3
CARD_241	gb|M20305.1|+|778-1594|ARO:3002642|APH(3')-Ib_[Plasmid_RP4]	816	APH(3')-Ib
CARD_242	gb|GQ205627.2|+|3036-3687|ARO:3002845|vatH_[Enterococcus_faecium]	651	vatH
CARD_243	gb|BA000017.4|+|379931-380351|ARO:3000746|mepR_[Staphylococcus_aureus_subsp._aureus_Mu50]	420	mepR
CARD_244	gb|CP020412.2|-|3537848-3539018|ARO:3004603|tet(56)_[Legionella_longbeachae]	1170	tet(56)
CARD_245	gb|JN861783.1|+|0-828|ARO:3001714|OXA-215_[Acinetobacter_haemolyticus]	828	OXA-215
CARD_246	gb|AF370885.1|+|4628-7736|ARO:3000775|adeB_[Acinetobacter_baumannii]	3108	adeB
CARD_247	gb|AP009048.1|-|4153663-4154296|ARO:3000518|CRP_[Escherichia_coli_str._K-12_substr._W3110]	633	CRP
CARD_248	gb|AF015628.1|+|1306-1945|ARO:3002842|vatC_[Staphylococcus_cohnii]	639	vatC
CARD_249	gb|AJ310778.1|+|7003-7573|ARO:3003015|dfrA19_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium]	570	dfrA19
CARD_250	gb|AJ252200.1|+|1278-4401|ARO:3003056|smeE_[Stenotrophomonas_maltophilia]	3123	smeE
CARD_251	gb|X05648.1|+|381-1305|ARO:3002658|APH(6)-Ib_[Streptomyces_glaucescens]	924	APH(6)-Ib
CARD_252	gb|M12730.1|+|779-1514|ARO:3000250|ErmC_[Staphylococcus_epidermidis]	735	ErmC
CARD_253	gb|EU408354.1|-|3570-4455|ARO:3002512|LRA-17_[uncultured_bacterium_BLR17]	885	LRA-17
CARD_254	gb|AF462611.1|+|0-846|ARO:3000605|Erm(36)_[Micrococcus_luteus]	846	Erm(36)
CARD_255	gb|X01702.1|+|484-1285|ARO:3002659|APH(6)-Ic_[Escherichia_coli]	801	APH(6)-Ic
CARD_256	gb|X56809.1|+|111-894|ARO:3002997|LCR-1_[Pseudomonas_aeruginosa]	783	LCR-1
CARD_257	gb|CP004067.1|-|43007-43928|ARO:3002669|APH(2'')-Ig_[Campylobacter_coli_CVM_N29710]	921	APH(2'')-Ig
CARD_258	gb|AM886293.1|+|116479-117235|ARO:3000860|rmtB_[Escherichia_coli]	756	rmtB
CARD_259	gb|AJ549214.1|+|176-1604|ARO:3002704|fexA_[Mammaliicoccus_lentus]	1428	fexA
CARD_260	gb|X58272.1|+|79-883|ARO:3001400|OXA-5_[Pseudomonas_aeruginosa]	804	OXA-5
CARD_261	gb|KF648874.1|-|60996-61860|ARO:3002626|ANT(6)-Ia_[Exiguobacterium_sp._S3-2]	864	ANT(6)-Ia
CARD_262	gb|M97172.1|+|655-1465|ARO:3002534|AAC(3)-IIb_[Serratia_marcescens]	810	AAC(3)-IIb
CARD_263	gb|M80346.1|+|0-1656|ARO:3002817|carA_[Streptomyces_thermotolerans]	1656	carA
CARD_264	gb|BA000018.3|+|48893-49265|ARO:3000124|mecI_[Staphylococcus_aureus_subsp._aureus_N315]	372	mecI
CARD_265	gb|EF581285.1|+|0-822|ARO:3001636|OXA-104_[Acinetobacter_baumannii]	822	OXA-104
CARD_266	gb|L20573.1|+|1317-1944|ARO:3002988|bcrB_[Bacillus_licheniformis]	627	bcrB
CARD_267	gb|M36726.1|+|295-1150|ARO:3000596|ErmX_[Plasmid_pNG2]	855	ErmX
CARD_268	gb|AY055428.1|-|20268-21084|ARO:3000412|sul2_[Vibrio_cholerae]	816	sul2
CARD_269	gb|X90856.1|+|387-1194|ARO:3002645|APH(3')-IIb_[Pseudomonas_aeruginosa]	807	APH(3')-IIb
CARD_270	gb|AB116646.1|+|429-903|ARO:3002563|AAC(6')-Isa_[Streptomyces_albulus]	474	AAC(6')-Isa
CARD_271	gb|AF079900.1|+|39-1731|ARO:3002892|otr(B)_[Streptomyces_rimosus]	1692	otr(B)
CARD_272	gb|KJ151292.1|+|294-2892|ARO:3000444|rphA_[Streptomyces_sp._WAC4747]	2598	rphA
CARD_273	gb|AM419751.1|+|14210-15431|ARO:3000567|tet(40)_[uncultured_bacterium]	1221	tet(40)
CARD_274	gb|AY043299.1|-|3984-5175|ARO:3000167|tet(C)_[Aeromonas_salmonicida]	1191	tet(C)
CARD_275	gb|AF133139.1|+|0-1176|ARO:3000174|tet(G)_[Pseudomonas_sp.]	1176	tet(G)
CARD_276	gb|U00096.1|-|2098446-2099613|ARO:3003577|ugd_[Escherichia_coli_str._K-12_substr._MG1655]	1167	ugd
CARD_277	gb|X15791.1|+|1375-2257|ARO:3003563|RCP-1_[Rhodobacter_capsulatus]	882	RCP-1
CARD_278	gb|EU124663.1|-|32695-34348|ARO:3002881|lmrC_[Streptomyces_lincolnensis]	1653	lmrC
CARD_279	gb|EF672680.1|+|0-729|ARO:3000841|CGB-1_[Chryseobacterium_gleum]	729	CGB-1
CARD_280	gb|AF162694.1|+|5877-6963|ARO:3002933|vanS_in_vanC_cl_[Enterococcus_gallinarum]	1086	vanS
CARD_281	gb|AY954728.1|+|11-896|ARO:3003558|Yent_y56_[Yersinia_enterocolitica]	885	Yent
CARD_282	gb|X03216.1|-|4550-5282|ARO:3000347|ErmA_[Staphylococcus_aureus]	732	ErmA
CARD_283	gb|L42817.1|+|201-936|ARO:3000522|ErmG_[Bacteroides_thetaiotaomicron]	735	ErmG
CARD_284	gb|U85514.1|+|149-977|ARO:3001413|OXA-18_[Pseudomonas_aeruginosa]	828	OXA-18
CARD_285	gb|DQ089809.1|+|1005-1857|ARO:3002385|BEL-1_[Pseudomonas_aeruginosa]	852	BEL-1
CARD_286	gb|U51479.1|+|0-921|ARO:3002636|APH(2'')-IIIa_[Enterococcus_gallinarum]	921	APH(2'')-IIIa
CARD_287	gb|BA000007.3|+|3212025-3212640|ARO:3000832|evgA_[Escherichia_coli_O157:H7_str._Sakai]	615	evgA
CARD_288	gb|HQ424460.1|+|1-805|ARO:3002646|APH(3')-IIc_[Stenotrophomonas_maltophilia]	804	APH(3')-IIc
CARD_289	gb|AB164230.1|+|35-566|ARO:3002593|AAC(6')-Ib-SK_[Streptomyces_kanamyceticus]	531	AAC(6')-Ib-SK
CARD_290	gb|AF024602.1|+|3155-3992|ARO:3002660|APH(6)-Id_[Pseudomonas_aeruginosa]	837	APH(6)-Id
CARD_291	gb|AM296481.1|+|775-2041|ARO:3002699|cmlB1_[Bordetella_bronchiseptica]	1266	cmlB1
CARD_292	gb|GQ150744.1|+|122-359|ARO:3003022|dfrB3_[Klebsiella_oxytoca]	237	dfrB3
CARD_293	gb|GQ205627.1|+|1393-2971|ARO:3002832|vgaD_[Enterococcus_faecium]	1578	vgaD
CARD_294	gb|X74948.1|+|0-492|ARO:3002688|catS_[Streptococcus_pyogenes]	492	catS
CARD_295	gb|U70376.2|-|7525-8518|ARO:3002663|APH(9)-Ib_[Streptomyces_netropsis]	993	APH(9)-Ib
CARD_296	gb|JF816544.1|+|0-741|ARO:3002226|IMP-35_[Pseudomonas_aeruginosa]	741	IMP-35
CARD_297	gb|JF969163.1|+|1053-1893|ARO:3000410|sul1_[Vibrio_fluvialis]	840	sul1
CARD_298	gb|AY007784.1|+|1122-1923|ARO:3001431|OXA-37_[Acinetobacter_baumannii]	801	OXA-37
CARD_299	gb|JX131372.1|+|96-843|ARO:3002228|IMP-37_[Pseudomonas_aeruginosa]	747	IMP-37
CARD_300	gb|AY154657.2|+|62-1223|ARO:3000601|Erm(38)_[Mycolicibacterium_smegmatis]	1161	Erm(38)
CARD_301	gb|KF823969.1|+|5110-6139|ARO:3000013|vanB_[Enterococcus_faecium]	1029	vanB
CARD_302	gb|U00096.3|-|481253-484403|ARO:3000216|acrB_[Escherichia_coli_str._K-12_substr._MG1655]	3150	acrB
CARD_303	gb|M88012.1|+|192-1092|ARO:3002540|AAC(3)-VIa_[Enterobacter_cloacae]	900	AAC(3)-VIa
CARD_304	gb|L09246.1|+|543-981|ARO:3002554|AAC(6')-Ig_[Acinetobacter_haemolyticus]	438	AAC(6')-Ig
CARD_305	gb|FN594949.1|+|27481-28339|ARO:3002629|ANT(6)-Ib_[Campylobacter_fetus_subsp._fetus]	858	ANT(6)-Ib
CARD_306	gb|L08389.1|+|390-1254|ARO:3000495|ErmD_[Bacillus_anthracis]	864	ErmD
CARD_307	gb|X07753.1|+|102-882|ARO:3002652|APH(3')-VIa_[Acinetobacter_baumannii]	780	APH(3')-VIa
CARD_308	gb|AJ511268.1|+|1294-1765|ARO:3002531|AAC(3)-Ic_[Pseudomonas_aeruginosa]	471	AAC(3)-Ic
CARD_309	gb|Y15510.1|+|0-1203|ARO:3000175|tet(H)_[Pasteurella_multocida]	1203	tet(H)
CARD_310	gb|AY743590.1|+|0-1188|ARO:3000566|tet(39)_[Acinetobacter_sp._LUH5605]	1188	tet(39)
CARD_311	gb|AE004091.2|+|2808742-2809987|ARO:3000803|MexE_[Pseudomonas_aeruginosa_PAO1]	1245	MexE
CARD_312	gb|AF038993.1|+|0-1197|ARO:3000177|tet(J)_[Proteus_mirabilis]	1197	tet(J)
CARD_313	gb|AF030344.1|-|461-1721|ARO:3000181|tet(V)_[Mycolicibacterium_smegmatis_MC2_155]	1260	tet(V)
CARD_314	gb|L12710.1|+|0-549|ARO:3002556|AAC(6')-Ii_[Enterococcus_faecium]	549	AAC(6')-Ii
CARD_315	gb|GU585907.1|-|21605-22103|ARO:3002858|dfrA12_[Klebsiella_pneumoniae]	498	dfrA12
CARD_316	gb|DQ838665.1|+|0-474|ARO:3002860|dfrA17_[Pseudomonas_aeruginosa]	474	dfrA17
CARD_317	gb|AY082011.1|+|0-699|ARO:3002923|vanR_in_vanD_cl_[Enterococcus_faecium]	699	vanR
CARD_318	gb|M97297.1|+|10115-10601|ARO:3002962|vanZ_in_vanA_cl_[Enterococcus_faecium]	486	vanZ
CARD_319	gb|AJ308331.1|+|0-870|ARO:3000855|CAU-1_[Caulobacter_vibrioides]	870	CAU-1
CARD_320	gb|AF416700.1|+|56-764|ARO:3000842|EBR-1_[Empedobacter_brevis]	708	EBR-1
CARD_321	gb|U14748.1|+|324-1239|ARO:3002481|AER-1_[Aeromonas_hydrophila]	915	AER-1
CARD_322	gb|AF079138.1|+|153-1122|ARO:3000598|Erm(31)_[Streptomyces_venezuelae]	969	Erm(31)
CARD_323	gb|DQ212986.1|+|5984-7034|ARO:3002909|vanG_[Enterococcus_faecalis]	1050	vanG
CARD_324	gb|AJ579365.1|+|4149-5628|ARO:3003111|lsaB_[Mammaliicoccus_sciuri]	1479	lsaB
CARD_325	gb|HE999704.1|-|2734780-2736181|ARO:3000421|norB_[Listeria_monocytogenes]	1401	norB
CARD_326	gb|AE006468.2|-|392419-393931|ARO:3000791|mdsC_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	1512	mdsC
CARD_327	gb|CP000768.1|+|1405391-1406495|ARO:3000783|cmeA_[Campylobacter_jejuni_subsp._doylei_269.97]	1104	cmeA
CARD_328	gb|U59450.1|+|396-1176|ARO:3002824|ErmV_[Streptomyces_viridochromogenes]	780	ErmV
CARD_329	gb|U19459.1|+|66-705|ARO:3002841|vatB_[Staphylococcus_aureus]	639	vatB
CARD_330	gb|U00096.3|-|4567286-4568519|ARO:3001214|mdtM_[Escherichia_coli_str._K-12_substr._MG1655]	1233	mdtM
CARD_331	gb|M16503.1|+|243-1143|ARO:3002823|ErmH_[Streptomyces_thermotolerans]	900	ErmH
CARD_332	gb|X52085.1|+|342-1809|ARO:3000251|msrA_[Staphylococcus_epidermidis]	1467	msrA
CARD_333	gb|AF170880.4|+|0-1848|ARO:3002522|novA_[Streptomyces_niveus]	1848	novA
CARD_334	gb|AY570506.1|+|2034-2790|ARO:3004606|erm(40)_[Mycolicibacterium_mageritense]	756	erm(40)
CARD_335	gb|Z33413.1|+|386-935|ARO:3000380|FosC_[Pseudomonas_syringae]	549	FosC
CARD_336	gb|AF079138.1|-|1282-2293|ARO:3001265|Erm(30)_[Streptomyces_venezuelae]	1011	Erm(30)
CARD_337	gb|AF227521.1|+|3269-4487|ARO:3000616|mel_[Streptococcus_pyogenes]	1218	mel
CARD_338	gb|AL111168.1|-|336915-337548|ARO:3000526|cmeR_[Campylobacter_jejuni_subsp._jejuni_NCTC_11168_=_ATCC_700819]	633	cmeR
CARD_339	gb|D16251.1|-|1625-2531|ARO:3000316|mphA_[Escherichia_coli]	906	mphA
CARD_340	gb|AL123456.3|-|314308-314854|ARO:3002525|AAC(2')-Ic_[Mycobacterium_tuberculosis_H37Rv]	546	AAC(2')-Ic
CARD_341	gb|BA000007.3|-|1737690-1738104|ARO:3000676|H-NS_[Escherichia_coli_O157:H7_str._Sakai]	414	H-NS
CARD_342	gb|U97042.1|+|1263-4347|ARO:3003010|ceoB_[Burkholderia_cepacia]	3084	ceoB
CARD_343	gb|KF179354.1|+|0-861|ARO:3002352|GES-23_[Pseudomonas_aeruginosa]	861	GES-23
CARD_344	gb|M33768.1|+|194-1364|ARO:3003007|bmr_[Bacillus_subtilis]	1170	bmr
CARD_345	gb|AY343493.1|+|76-946|ARO:3001813|OXA-55_[Shewanella_algae]	870	OXA-55
CARD_346	gb|X03364.1|+|0-789|ARO:3002648|APH(3')-IVa_[Niallia_circulans]	789	APH(3')-IVa
CARD_347	gb|U46859.1|-|24294-25527|ARO:3003048|rosA_[Yersinia_enterocolitica_(type_O:8)]	1233	rosA
CARD_348	gb|AF173226.1|+|6913-8329|ARO:3003053|smeC_[Stenotrophomonas_maltophilia]	1416	smeC
CARD_349	gb|M98270.1|+|0-759|ARO:3002624|ANT(4')-IIa_[Pseudomonas_aeruginosa]	759	ANT(4')-IIa
CARD_350	gb|AF031331.1|+|0-441|ARO:3002567|AAC(6')-Iw_[Acinetobacter_sp._640]	441	AAC(6')-Iw
CARD_351	gb|M64090.1|+|0-735|ARO:3000595|ErmT_[Plasmid_pGT633]	735	ErmT
CARD_352	gb|AF467077.1|+|163-1348|ARO:3000168|tet(D)_[Shigella_flexneri_Y]	1185	tet(D)
CARD_353	gb|X53797.1|+|133-775|ARO:3002684|catII_[Haemophilus_influenzae]	642	catII
CARD_354	gb|AY225127.1|+|40-1537|ARO:3000300|lsaA_[Enterococcus_faecalis_ATCC_29212]	1497	lsaA
CARD_355	gb|M94066.1|+|1553-1994|ARO:3002549|AAC(6')-Ic_[Serratia_marcescens]	441	AAC(6')-Ic
CARD_356	gb|KP265721.1|+|331-1558|ARO:3004608|EreD_[Riemerella_anatipestifer]	1227	EreD
CARD_357	gb|FN594949.1|+|25244-27167|ARO:3000556|tet(44)_[Campylobacter_fetus_subsp._fetus]	1923	tet(44)
CARD_358	gb|FJ196385.1|-|11083-12313|ARO:3003107|mef(B)_[Escherichia_coli]	1230	mef(B)
CARD_359	gb|JQ064560.1|+|0-1536|ARO:3000448|QepA1_[Klebsiella_aerogenes]	1536	QepA1
CARD_360	gb|X02393.1|+|96-960|ARO:3003061|vph_[Streptomyces_vinaceus]	864	vph
CARD_361	gb|GQ288397.1|+|0-741|ARO:3000846|SIM-1_[Acinetobacter_bereziniae]	741	SIM-1
CARD_362	gb|AB211124.1|+|0-525|ARO:3002895|SAT-2_[Escherichia_coli]	525	SAT-2
CARD_363	gb|AE004091.2|+|1221690-1222098|ARO:3000149|FosA_[Pseudomonas_aeruginosa_PAO1]	408	FosA
CARD_364	gb|AF370885.1|+|3438-4629|ARO:3000774|adeA_[Acinetobacter_baumannii]	1191	adeA
CARD_365	gb|U00096.1|+|2158385-2161463|ARO:3000794|mdtC_[Escherichia_coli_str._K-12_substr._MG1655]	3078	mdtC
CARD_366	gb|U00096.1|+|2484373-2487967|ARO:3000833|evgS_[Escherichia_coli_str._K-12_substr._MG1655]	3594	evgS
CARD_367	gb|KC243783.1|+|0-2007|ARO:3000617|mecA_[Staphylococcus_aureus]	2007	mecA
CARD_368	gb|EU408347.1|-|10174-11083|ARO:3002485|LRA-2_[uncultured_bacterium_BLR2]	909	LRA-2
CARD_369	gb|Z21523.1|+|0-1974|ARO:3000191|tet(Q)_[Bacteroides_fragilis]	1974	tet(Q)
CARD_370	gb|EU722333.1|+|1932-3852|ARO:3000196|tet(32)_[Escherichia_coli]	1920	tet(32)
CARD_371	gb|AY114142.1|+|1060-1816|ARO:3002625|ANT(4')-IIb_[Pseudomonas_aeruginosa]	756	ANT(4')-IIb
CARD_372	gb|U00096.3|+|2810769-2811300|ARO:3000516|emrR_[Escherichia_coli_str._K-12_substr._MG1655]	531	emrR
CARD_373	gb|CP004067.1|+|52914-53709|ARO:3002647|APH(3')-IIIa_[Campylobacter_coli_CVM_N29710]	795	APH(3')-IIIa
CARD_374	gb|M19530.1|+|415-1186|ARO:3002878|BcII_[Bacillus_cereus]	771	BcII
CARD_375	gb|EU436855.2|+|1401-2058|ARO:3002799|QnrVC1_[Vibrio_cholerae]	657	QnrVC1
CARD_376	gb|AY289608.1|+|1523-2078|ARO:3002588|AAC(6')-I30_[Salmonella_enterica_subsp._enterica_serovar_Agona]	555	AAC(6')-I30
CARD_377	gb|AF024666.2|+|35934-37110|ARO:3002703|cmx_[Corynebacterium_striatum]	1176	cmx
CARD_378	gb|DQ195536.2|+|0-1248|ARO:3000865|oleD_[Streptomyces_antibioticus]	1248	oleD
CARD_379	gb|AB204810.2|+|186-1533|ARO:3000753|abeM_[Acinetobacter_baumannii]	1347	abeM
CARD_380	gb|AF078527.1|+|3769-4303|ARO:3000230|ANT(2'')-Ia_[Pseudomonas_aeruginosa]	534	ANT(2'')-Ia
CARD_381	gb|JX486113.1|+|0-795|ARO:3002668|rmtG_[Klebsiella_pneumoniae]	795	rmtG
CARD_382	gb|AE006468.2|-|393893-397061|ARO:3000790|mdsB_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	3168	mdsB
CARD_383	gb|X02588.1|+|330-1113|ARO:3002630|ANT(9)-Ia_[Staphylococcus_aureus]	783	ANT(9)-Ia
CARD_384	gb|L36601.1|+|1420-3130|ARO:3003036|oleB_[Streptomyces_antibioticus]	1710	oleB
